Borough,Neighborhood,Zipcode,Date,Price,Bedrooms,Title,Location,Link
Manhattan,Central Harlem,10037,2018-03-13 14:52,1695,1br,Great centeral location! Close to subways!, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/great-centeral-location-close/6529331935.html
Manhattan,Central Harlem,10037,2018-03-13 13:15,1695,1br,Great central location! Close to subways!, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/great-central-location-close/6529097516.html
Manhattan,Central Harlem,10037,2018-03-12 20:57,1695,1br,Great central location! Subways close by, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/great-central-location/6528553927.html
Manhattan,Central Harlem,10037,2018-03-12 20:22,1695,1br,Great centeral location! Subways close!, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/great-centeral-location/6528474350.html
Manhattan,Central Harlem,10037,2018-03-12 15:08,1695,1br,Great centeral location! Great living, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/great-centeral-location-great/6528069273.html
Manhattan,Central Harlem,10037,2018-03-12 13:56,900,,Student Housing available ASAP, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/student-housing-available-asap/6527912441.html
Manhattan,Central Harlem,10037,2018-03-12 10:54,1695,1br,Great centeral location!, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/great-centeral-location/6527726170.html
Manhattan,Central Harlem,10037,2018-03-11 22:26,4000,2br,Furnished 2 Bedroom Central Harlem Brownstone Floor Thru, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/furnished-2-bedroom-central/6527349162.html
Manhattan,Central Harlem,10037,2018-03-11 22:12,1000,1br,Upper Manhattan bedroom - ¤¤ Modern finishes ¤¤,,https://newyork.craigslist.org/mnh/abo/d/upper-manhattan-bedroom/6512234612.html
Manhattan,Central Harlem,10037,2018-03-11 19:54,1825,1br,Lovely Garden Apartment In Brownstone  *Best Value w/ Extras*, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/lovely-garden-apartment-in/6516611098.html
Manhattan,Central Harlem,10037,2018-03-11 19:39,1695,1br,Great centeral location! New!, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/great-centeral-location-new/6527138208.html
Manhattan,Central Harlem,10037,2018-03-11 13:31,1695,1br,Great centeral location! Renovated!, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/great-centeral-location/6526770050.html
Manhattan,Central Harlem,10037,2018-03-09 23:44,2200,2br,HOT NEW LARGE 2BR****SUPER LOCATION****LAUNDRY /CENTRAL AIR & MORE!!, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/hot-new-large-2brsuper/6525108829.html
Manhattan,Central Harlem,10037,2018-03-09 13:56,1495,1br,Studio for Sub-lease, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/studio-for-sub-lease/6524500372.html
Manhattan,Central Harlem,10037,2018-03-08 08:22,2095,2br,"Great living space! 2,3 express subway", Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/great-living-space-23-express/6489101863.html
Manhattan,Central Harlem,10037,2018-03-07 19:37,2200,2br,HOT NEW LARGE 2BR*****GREAT LOCATION***LAUNDRY*ROOF ACCESS &MORE!!!!!!, East Harlem,https://newyork.craigslist.org/mnh/abo/d/hot-new-large-2brgreat/6515193800.html
Manhattan,Central Harlem,10037,2018-03-07 19:11,2295,2br,Gut Reno! W/D in unit!, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/gut-reno-d-in-unit/6489095957.html
Manhattan,Central Harlem,10037,2018-03-07 17:18,3375,3br,Central Harlem | HUGE 3BR APT | CONDO QUALITY FINISHES | Over 1000sf, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/central-harlem-huge-3br-apt/6522293324.html
Manhattan,Central Harlem,10037,2018-03-06 14:26,1950,1br,HUGE SUNNY 1BR****PRIME LOCATION***LAUNDRY****CENTRAL AIR &ROOF ACCESS, East Harlem,https://newyork.craigslist.org/mnh/abo/d/huge-sunny-1brprime/6520697399.html
Manhattan,Central Harlem,10037,2018-03-06 11:06,2200,2br,BEAUTIFUL LARGE 2BR***SUPER LOCATION***LAUNDRY**CENTRAL AIR & ROOF !!!, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/beautiful-large-2brsuper/6516034660.html
Manhattan,Central Harlem,10037,2018-02-24 09:17,2200,1br,Large 1-Bedroom Apartment Available, Harlem / Morningside,https://newyork.craigslist.org/mnh/nfb/d/large-1-bedroom-apartment/6508361607.html
Manhattan,Central Harlem,10037,2018-02-23 16:06,1650,,Super CUTE studio $1650 Central Harlem*Elevator building*Sunlight, Harlem / Morningside,https://newyork.craigslist.org/mnh/fee/d/super-cute-studio-1650/6507696885.html
Manhattan,Central Harlem,10037,2018-02-23 16:01,2000,1br,Renovated 1 Bed*Massive in Sq ft! NO FEE! $2000*Elevator*Laundry, Harlem / Morningside,https://newyork.craigslist.org/mnh/nfb/d/renovated-1-bedmassive-in-sq/6507690568.html
Manhattan,Central Harlem,10037,2018-02-20 15:18,3660,,+MASSIVE+ 3Bed with Large PRIVATE BACKYARD!!!, Harlem / Morningside,https://newyork.craigslist.org/mnh/nfb/d/massive-3bed-with-large/6503882179.html
Manhattan,Central Harlem,10037,2018-02-14 11:29,1250,,STUDIO NEAR HARLEM HOSPITAL, Harlem / Morningside,https://newyork.craigslist.org/mnh/nfb/d/studio-near-harlem-hospital/6496100226.html
Manhattan,Central Harlem,10037,2018-02-14 08:51,2000,1br,***QUALITY -- HARLEM 1 BEDS (RENOVATED WITH GREAT VIEWS), Harlem / Morningside,https://newyork.craigslist.org/mnh/nfb/d/quality-harlem-1-beds/6496082551.html
Manhattan,Central Harlem,10039,2018-03-13 14:43,1300,,"?? Extra-large, ?? BRAND NEW ? Studio Apartment/",,https://newyork.craigslist.org/mnh/abo/d/extra-large-brand-new-studio/6511227648.html
Manhattan,Central Harlem,10039,2018-03-13 14:03,1250,,FURNISHED BEDROOM FOR RENT WITH ALL UTILITIES, Inwood / Wash Hts,https://newyork.craigslist.org/mnh/abo/d/furnished-bedroom-for-rent/6503155332.html
Manhattan,Central Harlem,10039,2018-03-13 10:29,1950,1br,Large 1 Bedroom Apartment for rent, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/large-1-bedroom-apartment-for/6520436475.html
Manhattan,Central Harlem,10039,2018-03-12 20:46,1300,,"««Extra-large, «« BRAND NEW «« Studio Apartment",,https://newyork.craigslist.org/mnh/abo/d/extra-large-brand-new-studio/6513390014.html
Manhattan,Central Harlem,10039,2018-03-12 20:40,1230,1br,? New Stainless?  Steel Appliances ? ON West ? 146th,,https://newyork.craigslist.org/mnh/abo/d/new-stainless-steel/6513414017.html
Manhattan,Central Harlem,10039,2018-03-12 17:29,1230,1br,?? New Stainless Steel ? Appliances ON West 146th Street,,https://newyork.craigslist.org/mnh/abo/d/new-stainless-steel/6500942226.html
Manhattan,Central Harlem,10039,2018-03-12 17:20,1895,2br,Gut renovated 2 bed! NO FEE, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/gut-renovated-2-bed-no-fee/6520087005.html
Manhattan,Central Harlem,10039,2018-03-12 16:25,2600,3br,"renovated 3 bed, laundry in building, NO FEE", Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/renovated-3-bed-laundry-in/6520093173.html
Manhattan,Central Harlem,10039,2018-03-12 12:29,1324,1br,Perched † on top of a hill † lies River Hill †Gardens apt.† Must see!!,,https://newyork.craigslist.org/brx/abo/d/perched-on-top-of-hill-lies/6515319295.html
Manhattan,Central Harlem,10039,2018-03-11 22:08,1230,1br,New Stainless Steel Appliances ON ¬¬ West 146th Street ¬¬,,https://newyork.craigslist.org/mnh/abo/d/new-stainless-steel/6512229573.html
Manhattan,Central Harlem,10039,2018-03-11 17:59,1324,1br,sunny apt. w/ ? Beautiful Views!? Loads of ? Amenities,,https://newyork.craigslist.org/brx/abo/d/sunny-apt-beautiful-views/6514740657.html
Manhattan,Central Harlem,10039,2018-03-11 12:03,1250,,Best Apartment in Harlem, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/best-apartment-in-harlem/6526633130.html
Manhattan,Central Harlem,10039,2018-03-10 19:47,1250,,FURNISHED BEDROOM FOR RENT WITH ALL UTILITIES, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/furnished-bedroom-for-rent/6507488206.html
Manhattan,Central Harlem,10039,2018-03-10 19:11,2100,1br,Amazing One (1) Bedroom Apartment for  Rent, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/amazing-one-1-bedroom/6504904891.html
Manhattan,Central Harlem,10039,2018-03-09 13:20,2375,3br,Renovated 3 beds 1 bath Harlem ***Everything New *** No Fee***, Harlem / Morningside,https://newyork.craigslist.org/mnh/nfb/d/renovated-3-beds-1-bath/6524487228.html
Manhattan,Central Harlem,10039,2018-03-08 23:42,1650,2br,"Sunny, spacious, 2BR near Yankee Stadium, NO FEE!!", Yankee Stadium,https://newyork.craigslist.org/brx/abo/d/sunny-spacious-2br-near/6523907844.html
Manhattan,Central Harlem,10039,2018-03-08 12:20,1794,1br,A LARGE 1 BEDROOM WITH SUN LIGT FOR DAY GYM LAUNDRY IN BUILDING & MORE, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/large-1-bedroom-with-sun-ligt/6523017413.html
Manhattan,Central Harlem,10039,2018-03-07 09:04,1250,,MEDICAL STUDENT WITH FURNISHED BEDROOM FOR RENT WITH ALL UTILITIES, Inwood / Wash Hts,https://newyork.craigslist.org/mnh/abo/d/medical-student-with/6500958353.html
Manhattan,Central Harlem,10039,2018-03-07 09:04,1250,,MEDICAL STUDENT WITH FURNISHED BEDROOM FOR RENT WITH ALL UTILITIES, Harlem / Morningside,https://newyork.craigslist.org/mnh/abo/d/medical-student-with/6499526089.html
Manhattan,Central Harlem,10039,2018-03-06 17:35,1400,1br,** Renovated 3 rooms/St. Nicholas Ave  **, Harlem / Morningside,https://newyork.craigslist.org/mnh/fee/d/renovated-3-rooms-st-nicholas/6521102039.html
Manhattan,Central Harlem,10039,2018-03-05 13:45,1500,1br,Large Pre-War Studio with Separate Kitchen! GREAT LOCATION!, Harlem / Morningside,https://newyork.craigslist.org/mnh/fee/d/large-pre-war-studio-with/6519494961.html
Manhattan,Central Harlem,10039,2018-03-02 16:22,2100,1br,Sugar Hill Mansion, Harlem / Morningside,https://newyork.craigslist.org/mnh/fee/d/sugar-hill-mansion/6516213573.html
Manhattan,Central Harlem,10039,2018-03-02 14:41,2350,2br,Rare Renovated 2Bed in Harlem | Laundry in unit!, Harlem / Morningside,https://newyork.craigslist.org/mnh/nfb/d/rare-renovated-2bed-in-harlem/6516070601.html
Manhattan,Central Harlem,10039,2018-02-26 20:15,2350,2br,Renovated 2 bed* Great price! No Fee! Move asap *Spacious*Harlem, Harlem / Morningside,https://newyork.craigslist.org/mnh/nfb/d/renovated-2-bed-great-price/6511496371.html
Manhattan,Central Harlem,10039,2018-02-16 13:21,1750,1br,"NO FEE, Beautifully Renovated 1 Bedroom!", Hamilton Heights,https://newyork.craigslist.org/mnh/nfb/d/no-fee-beautifully-renovated/6498851787.html
Manhattan,Central Harlem,10039,2018-02-15 17:04,1700,1br,NO FEE! LARGE STUDIO W/ SEPARATE KITCHEN!, Harlem,https://newyork.craigslist.org/mnh/nfb/d/no-fee-large-studio-separate/6497908890.html
Manhattan,Central Harlem,10039,2018-02-13 10:52,1995,2br,"NO FEE, 2 BEDROOM, GREAT PRICE + LOCATION!", Hamilton Heights,https://newyork.craigslist.org/mnh/nfb/d/no-fee-2-bedroom-great-price/6495004241.html
Manhattan,Central Harlem,10039,2018-02-12 12:12,1700,,"**NO FEE**SEXY Studio*Prime w140s/ACP*Laundry  in-UNIT*3,A,B,C,D!", Harlem / Morningside,https://newyork.craigslist.org/mnh/nfb/d/no-feesexy-studioprime-w140s/6493840168.html
Manhattan,Central Harlem,10039,2018-02-12 09:57,1875,2br,Renovated 2 beds 1 bath Harlem ***Everything New *** No Fee***, Harlem / Morningside,https://newyork.craigslist.org/mnh/nfb/d/renovated-2-beds-1-bath/6493634433.html
Manhattan,Chelsea and Clinton,10001,2018-03-13 11:29,2600,,"ELEVATOR, LAUNDRY, DOORMAN, BALCONY, RENOVATED WHAT ELSE CAN U ASK 4!!", Chelsea,https://newyork.craigslist.org/mnh/abo/d/elevator-laundry-doorman/6508337166.html
Manhattan,Chelsea and Clinton,10001,2018-03-13 11:28,3500,2br,"BEST PRICED PENTHOUSE IN CHELSEA, FIRST COME FIRST SERVE !!!!!!!!", Chelsea,https://newyork.craigslist.org/mnh/abo/d/best-priced-penthouse-in/6523769358.html
Manhattan,Chelsea and Clinton,10001,2018-03-13 11:13,3895,1br,"AMAZING LARGE 1BDR, DOORMAN, GYM, SUNDECK, PARKING", Chelsea,https://newyork.craigslist.org/mnh/abo/d/amazing-large-1bdr-doorman/6493506701.html
Manhattan,Chelsea and Clinton,10001,2018-03-13 00:06,3000,1br,NO FEE! + BEST DEAL IN MIDTOWN WEST! + GYM! + ROOF-TOP DECK!, Chelsea,https://newyork.craigslist.org/mnh/abo/d/no-fee-best-deal-in-midtown/6528661385.html
Manhattan,Chelsea and Clinton,10001,2018-03-12 16:36,1600,,Room For Rent In Luxury Midtown West Building, Midtown West,https://newyork.craigslist.org/mnh/abo/d/room-for-rent-in-luxury/6528258561.html
Manhattan,Chelsea and Clinton,10001,2018-03-12 11:43,4495,1br,Huge 1 Bed with a Walk-In Closet and Northern Exposure, Chelsea,https://newyork.craigslist.org/mnh/abo/d/huge-1-bed-with-walk-in/6523346735.html
Manhattan,Chelsea and Clinton,10001,2018-03-12 11:32,4195,1br,Spacious 1 Bed with a Balcony and Beautiful Manhattan Views, Chelsea,https://newyork.craigslist.org/mnh/abo/d/spacious-1-bed-with-balcony/6523330258.html
Manhattan,Chelsea and Clinton,10001,2018-03-12 11:24,4495,1br,Gorgeous 1 Bed with High Ceilings and a 325 sq. ft. Terrace!, Chelsea,https://newyork.craigslist.org/mnh/abo/d/gorgeous-1-bed-with-high/6523334446.html
Manhattan,Chelsea and Clinton,10001,2018-03-12 11:09,3940,1br,"NO FEE, STUNNING, SPACIOUS 1BDR , DOORMAN, GYM, POOL, SUNDECK, PARKING", Chelsea,https://newyork.craigslist.org/mnh/abo/d/no-fee-stunning-spacious-1bdr/6511132359.html
Manhattan,Chelsea and Clinton,10001,2018-03-12 10:27,5895,2br,"IN THE HEART OF CHELSEA GRAND 2BR 2BATH, DOORMAN/GYM/ SUNDECK, PARKING", Chelsea,https://newyork.craigslist.org/mnh/abo/d/in-the-heart-of-chelsea-grand/6504744730.html
Manhattan,Chelsea and Clinton,10001,2018-03-12 08:11,4200,1br,Live/Work Space - Great Opportunity & Fantastic Area, Chelsea,https://newyork.craigslist.org/mnh/abo/d/live-work-space-great/6527573198.html
Manhattan,Chelsea and Clinton,10001,2018-03-11 12:27,1850,,LARGE STUDIO-450 SQFT-ELV&LNDR-WEST 30 ST-NORTH CHELSEA-LOW FEE, Chelsea,https://newyork.craigslist.org/mnh/fee/d/large-studio-450-sqft-elvlndr/6526702865.html
Manhattan,Chelsea and Clinton,10001,2018-03-11 11:43,5614,2br,***BRAND NEW LUXURY TOWER  |  NO BROKER FEE  |  2-3 MONTHS FREE***, Chelsea,https://newyork.craigslist.org/mnh/abo/d/brand-new-luxury-tower-no/6510059611.html
Manhattan,Chelsea and Clinton,10001,2018-03-11 11:43,3939,1br,***BRAND NEW LUXURY TOWER  |  NO BROKER FEE  |  2-3 MONTHS FREE***, Chelsea,https://newyork.craigslist.org/mnh/abo/d/brand-new-luxury-tower-no/6510042571.html
Manhattan,Chelsea and Clinton,10001,2018-03-11 11:15,4600,3br,NO FEE ***LUXURY RENTAL RESIDENCES***Doorman*Gym*Roofdeck, Midtown West,https://newyork.craigslist.org/mnh/abo/d/no-fee-luxury-rental/6517655807.html
Manhattan,Chelsea and Clinton,10001,2018-03-11 09:29,5895,3br,"IN THE HEART OF CHELSEA GRAND 3BR 2BATH, DOORMAN/GYM/ SUNDECK, PARKING", Chelsea,https://newyork.craigslist.org/mnh/abo/d/in-the-heart-of-chelsea-grand/6495583672.html
Manhattan,Chelsea and Clinton,10001,2018-03-11 03:31,5750,3br,HUGE 3BR/2BA WITH AMAZING PRIVATE BACKYARD GREAT FOR ROOMMATES NO FEE!, Chelsea,https://newyork.craigslist.org/mnh/abo/d/huge-3br-2ba-with-amazing/6512956006.html
Manhattan,Chelsea and Clinton,10001,2018-03-10 23:14,4600,3br,NO FEE**Lux*Doorman*Gym*Roofdeck**NO FEE, Midtown West,https://newyork.craigslist.org/mnh/abo/d/no-feeluxdoormangymroofdeckno/6517656531.html
Manhattan,Chelsea and Clinton,10001,2018-03-10 10:29,4466,1br,1 Month Free / Brand New Renovation / 17th Floor / Open Views!, Chelsea,https://newyork.craigslist.org/mnh/abo/d/1-month-free-brand-new/6525485792.html
Manhattan,Chelsea and Clinton,10001,2018-03-09 15:53,6700,2br,"TREMENDOUS HUGE 2 BDR 2 BAT+W/D, 24./7 DOORMAN, POOL, GYM, SUNDECK", Chelsea,https://newyork.craigslist.org/mnh/abo/d/tremendous-huge-2-bdr-2-batw/6512082987.html
Manhattan,Chelsea and Clinton,10001,2018-03-09 14:49,3250,1br,Beautiful fully furnished 1br apartment in the middle of Manhattan, Chelsea,https://newyork.craigslist.org/mnh/abo/d/beautiful-fully-furnished-1br/6524559954.html
Manhattan,Chelsea and Clinton,10001,2018-03-09 14:37,9990,2br,"STUNNING HUGE 2BDR 2BAT+W/D, DOORMAN, GYM, PRIVATE ROOFDECK, PARKING", Chelsea,https://newyork.craigslist.org/mnh/abo/d/stunning-huge-2bdr-2batw/6512201290.html
Manhattan,Chelsea and Clinton,10001,2018-03-08 20:27,3002,,"Studio @ Tower 31 for net $3,002 Immediate Move-In", Midtown,https://newyork.craigslist.org/mnh/abo/d/studio-tower-31-for-net-3002/6523654323.html
Manhattan,Chelsea and Clinton,10001,2018-03-08 14:44,3150,1br,NO FEE Gorgeous New renovated Large 1BR in Luxury Doorman BLDG!, Chelsea,https://newyork.craigslist.org/mnh/abo/d/no-fee-gorgeous-new-renovated/6512816810.html
Manhattan,Chelsea and Clinton,10001,2018-03-08 14:43,2900,1br,NO FEE Gorgeous New renovated Large 1BR in Luxury Doorman BLDG!, Chelsea,https://newyork.craigslist.org/mnh/abo/d/no-fee-gorgeous-new-renovated/6489393514.html
Manhattan,Chelsea and Clinton,10001,2018-03-08 14:28,3850,1br,Newly Renovated 1 Bed with Pass-Thru Kitchen and Quiet Courtyard View, Chelsea,https://newyork.craigslist.org/mnh/abo/d/newly-renovated-1-bed-with/6513623085.html
Manhattan,Chelsea and Clinton,10001,2018-03-07 14:34,3400,2br,Lovely Newly Renovated  Chelsea Apartment, Chelsea,https://newyork.craigslist.org/mnh/abo/d/lovely-newly-renovated/6514193585.html
Manhattan,Chelsea and Clinton,10001,2018-03-06 12:18,4195,2br,LUXURY??  2BATH + 2BR. AMAZING VIEWS. NO FEE, Chelsea,https://newyork.craigslist.org/mnh/abo/d/luxury-2bath-2br-amazing/6485279617.html
Manhattan,Chelsea and Clinton,10001,2018-03-05 12:16,2250,,HUGE ALCOVE STUDIO-550 SQFT-SUNNY-ELV&LNDR-NORTH CHELSEA, Chelsea,https://newyork.craigslist.org/mnh/fee/d/huge-alcove-studio-550-sqft/6519356124.html
Manhattan,Chelsea and Clinton,10001,2018-03-03 11:34,1800,,LARGE STUDIO-450 SQFT-ELV&LNDR-WEST 30 ST-NORTH CHELSEA-LOW FEE, Chelsea,https://newyork.craigslist.org/mnh/fee/d/large-studio-450-sqft-elvlndr/6517027845.html
Manhattan,Chelsea and Clinton,10001,2018-03-01 11:14,2250,,HUGE ALCOVE STUDIO-550 SQFT-SUNNY-ELV&LNDR-NORTH CHELSEA-LOW FEE, Chelsea,https://newyork.craigslist.org/mnh/fee/d/huge-alcove-studio-550-sqft/6514527953.html
Manhattan,Chelsea and Clinton,10001,2018-03-01 08:28,5000,,***SPRAWLING LIVE/ WORK TRIBECA LOFT DIGS***BRAND NEW STEAL TO MARKET!, TriBeCa,https://newyork.craigslist.org/mnh/fee/d/sprawling-live-work-tribeca/6514340954.html
Manhattan,Chelsea and Clinton,10001,2018-02-25 12:15,1850,,HUGE STUDIO-BRIGHT-450 SQFT-ELV&LNDR-NORTH CHELSEA-LOW FEE, Chelsea,https://newyork.craigslist.org/mnh/fee/d/huge-studio-bright-450-sqft/6509682059.html
Manhattan,Chelsea and Clinton,10001,2018-02-23 12:17,2350,1br,NO FEE! *GREAT CHELSEA STUDIO ALCOVE W/ 1 BR FEEL $2350* 24th & 7th, Chelsea,https://newyork.craigslist.org/mnh/nfb/d/no-fee-great-chelsea-studio/6507357708.html
Manhattan,Chelsea and Clinton,10001,2018-02-21 13:08,3250,,Alluring Sparkling Renovated Chelsea Studio Gem! W/D & Doorman, Chelsea,https://newyork.craigslist.org/mnh/nfb/d/alluring-sparkling-renovated/6504956189.html
Manhattan,Chelsea and Clinton,10001,2018-02-20 13:01,2350,,NO FEE! *GREAT CHELSEA STUDIO ALCOVE W/ 1 BR FEEL $2350* 24th & 7th, Chelsea,https://newyork.craigslist.org/mnh/nfb/d/no-fee-great-chelsea-studio/6503671144.html
Manhattan,Chelsea and Clinton,10001,2018-02-20 10:55,1850,,HUGE STUDIO-400 SQFT-NORTH CHELSEA-WEST 30 ST-ELV&LNDR-LOW FEE, Chelsea,https://newyork.craigslist.org/mnh/fee/d/huge-studio-400-sqft-north/6503475407.html
Manhattan,Chelsea and Clinton,10001,2018-02-17 10:19,5900,,***SPRAWLING RARE BOWERY LOFT DIGS***BRAND NEW STEAL TO MARKET!, Nolita / Bowery,https://newyork.craigslist.org/mnh/fee/d/sprawling-rare-bowery-loft/6499835661.html
Manhattan,Chelsea and Clinton,10011,2018-03-13 16:03,4800,3br,Three Bedrooms- 1.5 bath- prime Chelsea- 8th ave & 19th st-great shar, Chelsea,https://newyork.craigslist.org/mnh/abo/d/three-bedrooms-15-bath-prime/6520832373.html
Manhattan,Chelsea and Clinton,10011,2018-03-13 14:58,9675,4br,MEATPACKING LUXURY 4BR DUPLEX  W/RIVER VIEWS**DOORMAN BLDG, West Village,https://newyork.craigslist.org/mnh/nfb/d/meatpacking-luxury-4br-duplex/6529408494.html
Manhattan,Chelsea and Clinton,10011,2018-03-13 13:35,3000,,"CAPTIVATING, VERY LARGE ALCOVE STUDIO IN UNION SQUARE, DOORMAN", Union Square,https://newyork.craigslist.org/mnh/abo/d/captivating-very-large-alcove/6529189293.html
Manhattan,Chelsea and Clinton,10011,2018-03-13 13:08,4800,3br,NO FEE-THREE BEDROOMS QUEEN SIZE BED-PERFECT TO SHARE -- PRIME CHELSEA, Chelsea,https://newyork.craigslist.org/mnh/abo/d/no-fee-three-bedrooms-queen/6529074463.html
Manhattan,Chelsea and Clinton,10011,2018-03-13 12:42,3150,1br,NO FEE-PRIME CHELSEA -ONE BEDROOM- LARGE LIVING ROOM- NO FEE, Chelsea,https://newyork.craigslist.org/mnh/abo/d/no-fee-prime-chelsea-one/6529070559.html
Manhattan,Chelsea and Clinton,10011,2018-03-13 11:34,4095,2br,Beautiful Light 2BR in the heart of Chelsea~West 21St~Step to Subway!, Chelsea,https://newyork.craigslist.org/mnh/abo/d/beautiful-light-2br-in-the/6515719149.html
Manhattan,Chelsea and Clinton,10011,2018-03-13 11:34,2790,,Spacious Gut Renovated Studio~Elevator~Laundry~Super~Prime Location!, Chelsea,https://newyork.craigslist.org/mnh/abo/d/spacious-gut-renovated/6515699740.html
Manhattan,Chelsea and Clinton,10011,2018-03-13 11:08,7000,4br,? WEST 19TH ___ 1000 SQFT TERRACE ___ ELEVATOR- P.H APARTMENT, West Village,https://newyork.craigslist.org/mnh/abo/d/west-19th-1000-sqft-terrace/6513705440.html
Manhattan,Chelsea and Clinton,10011,2018-03-13 11:07,3865,2br,?  PRIVATE PATIO ____ W.D ___ NO FEE _____ FREE MONTH, Chelsea,https://newyork.craigslist.org/mnh/abo/d/private-patio-wd-no-fee-free/6513426464.html
Manhattan,Chelsea and Clinton,10011,2018-03-13 11:06,7000,4br,*** TRIPLEX P.H4BDS/ 3 BATH  ~~~W/D IN THE UNIT ~~ELEVATOR, Chelsea,https://newyork.craigslist.org/mnh/abo/d/triplex-ph4bds-3-bath-d-in/6519004544.html
Manhattan,Chelsea and Clinton,10011,2018-03-13 11:06,7000,4br,? ? PH DUPLEX WITH A HUGE TERRACE   ~~~ELEVATOR BLDG~~W/D ~~NO FEE, Chelsea,https://newyork.craigslist.org/mnh/abo/d/ph-duplex-with-huge-terrace/6513702241.html
Manhattan,Chelsea and Clinton,10011,2018-03-13 09:44,2770,,"NO FEE! 1 MO FREE! LARGE STUDIO, 3 CLOSET, DRMN, ROOFDECK, LAUNDRY!", Chelsea,https://newyork.craigslist.org/mnh/abo/d/no-fee-1-mo-free-large-studio/6506184969.html
Manhattan,Chelsea and Clinton,10011,2018-03-12 22:14,7000,4br,SUPER RARE 4 br/2bth DUPLEX apartment in Chelsea with 2 OUTDOOR SPACES, Chelsea,https://newyork.craigslist.org/mnh/abo/d/super-rare-4-br-2bth-duplex/6528539001.html
Manhattan,Chelsea and Clinton,10011,2018-03-12 22:08,6995,4br,STUNNING 4 br/2bth DUPLEX WITH HUGE PRIVATE ROOFDECK/BALCONY, Chelsea,https://newyork.craigslist.org/mnh/abo/d/stunning-4-br-2bth-duplex/6528535256.html
Manhattan,Chelsea and Clinton,10011,2018-03-12 22:00,6995,4br,"Brand new renovations, graciously designed 4 br/2bth DUPLEX apartment", Chelsea,https://newyork.craigslist.org/mnh/abo/d/brand-new-renovations/6528539778.html
Manhattan,Chelsea and Clinton,10011,2018-03-12 19:29,6095,3br,Astounding 3 Bed 2bth (Chelsea), Chelsea,https://newyork.craigslist.org/mnh/nfb/d/astounding-3-bed-2bth-chelsea/6528477892.html
Manhattan,Chelsea and Clinton,10011,2018-03-12 18:46,7795,4br,?FABULOUS RENOV'D 4BR DUPLEX((((CHELSEA))))PV'T TERRACE, Chelsea,https://newyork.craigslist.org/mnh/abo/d/fabulous-renovd-4br/6525385744.html
Manhattan,Chelsea and Clinton,10011,2018-03-12 18:45,4350,2br,?FABULOUS RENOV'D 2BR((((CHELSES))))PV'T PATIO~~W/D IN THE UNIT, Chelsea,https://newyork.craigslist.org/mnh/abo/d/fabulous-renovd-2brchelsespvt/6525379813.html
Manhattan,Chelsea and Clinton,10011,2018-03-12 18:05,6977,4br,? BRAND NEW / NEVER LIVED ___ PRIVATE PATIO ___ W.D ___ 16TH STREET, Chelsea,https://newyork.craigslist.org/mnh/abo/d/brand-new-never-lived-private/6513743614.html
Manhattan,Chelsea and Clinton,10011,2018-03-12 18:05,6790,4br,?? 4 BDS  / 2 BATHS~~NEVER LIVED ~~NO FEE ~~W.D INSIDE ?`, Chelsea,https://newyork.craigslist.org/mnh/abo/d/4-bds-2-bathsnever-lived-no/6514566071.html
Manhattan,Chelsea and Clinton,10011,2018-03-12 18:04,6900,4br,? ((( TRUE 4BDS ) ))   ~~~ 2BATHS ~~ NO FEE ~~  FREE MONTH, Chelsea,https://newyork.craigslist.org/mnh/abo/d/true-4bds-2baths-no-fee-free/6515135127.html
Manhattan,Chelsea and Clinton,10011,2018-03-12 18:04,3877,2br,? NO FEE  2BD/ 1 BATHS ~~ PRIVATE PATIO~~ 1 FREE MONTH, West Village,https://newyork.craigslist.org/mnh/abo/d/no-fee-2bd-1-baths-private/6515130478.html
